name,model_name,backend_used,effective_clip_frames,effective_sampling_rate,input_resize,input_crop,stride_frames,bandwidth_mbps,network_delay_ms,packet_loss,queue_delay_ms,jpeg_quality,n_total_manifest_rows,n_evaluated_videos,n_skipped_videos,video_top1_accuracy,avg_confidence,n_gt_classes_in_eval,n_pred_classes_in_eval,n_chunks,n_effective_chunks,n_dropped_chunks,chunk_top1_accuracy,infer_avg_ms,infer_p95_ms,tx_avg_ms,first_result_ms,end_to_end_avg_ms,prediction_switch_rate_avg,run_wall_time_sec,run_wall_time_min,_score_acc,_score_latency,_score_stability,_score_drop,tradeoff_score
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,0.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.494628689591485,11.577155000122724,28.818452119353903,39.58639084385708,38.31308080894539,0.1452185037742031,42.65670569999929,0.7109450949999883,1.0,0.9999294983672021,0.506790536663026,1.0,0.9506579031764631
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.347688815354887,11.179095000989037,28.818452119353903,59.39529284342483,58.16614093470879,0.1452185037742031,42.05456709999999,0.7009094516666664,1.0,0.9790936851639688,0.506790536663026,1.0,0.9444071592154931
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,0.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.302689609545782,11.208224999609229,57.63690423870781,68.65152568713937,66.9395938482536,0.1452185037742031,41.97641420000218,0.6996069033333697,1.0,0.9698859345755967,0.506790536663026,1.0,0.9416448340389817
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.360204665772365,11.180840000997703,57.63690423870781,88.956697687438,86.99710890448016,0.1452185037742031,42.31184510000094,0.7051974183333489,1.0,0.9488355456488918,0.506790536663026,1.0,0.9353297173609701
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,50.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.399093117180634,11.520199998994936,28.818452119353903,89.52990684355085,88.21754523653452,0.1452185037742031,42.34713790000024,0.7057856316666705,1.0,0.94755469608313,0.506790536663026,1.0,0.9349454624912416
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,0.0,0.0,0.0,80,50,50,0,0.82,0.7658501905354407,17,23,1369,1369,0,0.7260774287801315,9.62062673470713,12.187659999472087,28.87582319439372,39.59651003147592,38.49644992910085,0.1619963126790616,20.85788150000008,0.3476313583333346,1.0,0.9997370522299015,0.3206245263178606,1.0,0.9319835683007566
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_50_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,50.0,0.0,0.0,80,50,50,0,0.82,0.7668639823549319,17,24,3022,3022,0,0.7048312375909993,9.408246591634244,11.484964999726792,57.63690423870781,119.34932168723434,117.04515083034175,0.1452185037742031,42.31719429999794,0.7052865716666322,1.0,0.9173000853861327,0.506790536663026,1.0,0.9258690792821423
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.0,0.0,80,50,50,0,0.82,0.7658501905354407,17,23,1369,1369,0,0.7260774287801315,9.715772023426805,12.087220000103114,28.87582319439372,59.76481603087159,58.59159521782052,0.1619963126790616,20.92853070000274,0.3488088450000456,1.0,0.978647170323774,0.3206245263178606,1.0,0.9256566037289183
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7665451674471911,17,24,3022,2988,34,0.7044846050870147,9.52845505357794,11.616244999459012,28.818452119353903,39.63522084350756,38.361121330665455,0.1445308215433792,42.37833339999997,0.7063055566666663,1.0,0.9998790797752871,0.5144210358553652,0.7404580152671756,0.9254516290448402
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,4.0,0.0,0.0,0.0,80,50,50,0,0.82,0.7658501905354407,17,23,1369,1369,0,0.7260774287801315,9.53946340393916,11.741199999232776,57.75164638878744,68.75364006263553,67.2911097927266,0.1619963126790616,20.45816750000085,0.3409694583333476,1.0,0.9695170181208738,0.3206245263178606,1.0,0.9229175580680482
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,8.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7665451674471911,17,24,3022,2988,34,0.7044846050870147,9.434545850037717,11.403384999175616,28.818452119353903,59.81376684367773,58.267212127125234,0.1445308215433792,42.03371550000156,0.700561925000026,1.0,0.9789876108121017,0.5144210358553652,0.7404580152671756,0.9191841883558847
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,0.0,0.0,0.0,80,50,50,0,0.82,0.76546270180118,17,24,1519,1519,0,0.7057274522712311,9.464569519503623,11.538649996509776,28.831127335006585,39.61614084396046,38.29569685451021,0.1738539412657059,22.511499000000185,0.3751916500000031,1.0,0.9999477428506748,0.1890526733632644,1.0,0.9188895901915288
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.531350812481469,11.878995000006396,28.87582319439372,39.64846803173423,38.37311739529166,0.1642710709574906,20.458148599995184,0.340969143333253,1.0,0.9998664898893883,0.2953838840149115,0.8854961832061069,0.9180479536889183
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,4.0,20.0,0.0,0.0,80,50,50,0,0.82,0.7658501905354407,17,23,1369,1369,0,0.7260774287801315,9.643873338143434,11.92449999944074,57.75164638878744,89.20439806373324,87.39551972693087,0.1619963126790616,20.808194500001264,0.3468032416666877,1.0,0.9484174129568965,0.3206245263178606,1.0,0.9165876765188551
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_0_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,0.0,0.01,0.0,80,50,50,0,0.82,0.7665451674471911,17,24,3022,2988,34,0.7044846050870147,9.389632697450212,11.383834999105604,57.63690423870781,68.84229968743283,67.05496525162525,0.1445308215433792,41.93134820000341,0.6988558033333903,1.0,0.9697648521331712,0.5144210358553652,0.7404580152671756,0.9164173607522055
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_50_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,50.0,0.0,0.0,80,50,50,0,0.82,0.7658501905354407,17,23,1369,1369,0,0.7260774287801315,9.5984316290569,11.749639996560289,28.87582319439372,89.96764003116986,88.47425482345062,0.1619963126790616,20.769018500002858,0.3461503083333809,1.0,0.9472852790276949,0.3206245263178606,1.0,0.9162480363400946
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,8.0,20.0,0.0,0.0,80,50,50,0,0.82,0.76546270180118,17,24,1519,1519,0,0.7057274522712311,9.378184200000645,11.38421000141534,28.831127335006585,59.326270844272806,58.20931153500722,0.1738539412657059,22.291175999998813,0.3715195999999802,1.0,0.979048377561111,0.1890526733632644,1.0,0.9126197806046596
chunk_frames_4__input_resize_182__sampling_rate_12__stride_frames_8__bandwidth_mbps_8_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,12,182,182,8,8.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7663430052434558,17,23,1369,1354,15,0.7267355982274741,9.38443914324723,11.30557999604207,28.87582319439372,59.638514030299845,58.22620572605742,0.1642710709574906,20.12941870000213,0.3354903116667022,1.0,0.9790306470849671,0.2953838840149115,0.8854961832061069,0.911797200847592
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_4__bandwidth_mbps_4_0__network_delay_ms_20_0__packet_loss_0_01__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,4,4.0,20.0,0.01,0.0,80,50,50,0,0.82,0.7665451674471911,17,24,3022,2988,34,0.7044846050870147,9.517461378866962,11.511124998469311,57.63690423870781,89.09915968758695,87.18279393304199,0.1445308215433792,42.49326600000131,0.7082211000000219,1.0,0.9486406689626155,0.5144210358553652,0.7404580152671756,0.9100801058010388
chunk_frames_4__input_resize_182__sampling_rate_6__stride_frames_8__bandwidth_mbps_4_0__network_delay_ms_0_0__packet_loss_0_0__jpeg_quality_80,x3d_xs,pytorchvideo_hub,4,6,182,182,8,4.0,0.0,0.0,0.0,80,50,50,0,0.82,0.76546270180118,17,24,1519,1519,0,0.7057274522712311,9.573052732050895,11.809740000171578,57.66225467001317,69.25436768758344,67.23530740206407,0.1738539412657059,22.68301019999853,0.3780501699999756,1.0,0.9695755828046441,0.1890526733632644,1.0,0.9097779421777197
